use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer
FALSE,2,FALSE,01JEQDAPCWYJCWY5BT3NPEWJHS,Could you give me some problems to practice applying angle properties in circles?,"A, B, C, and D are points on a circle with center O. A tangent at point A also meets point E outside the circle. If \angle AOB = 130^\circ and \angle AEC = 48^\circ, (a) find \angle ADB and \angle ACB. (b) Is line CB tangent to the circle at point C? Justify your answer.","(a)\angleADB=50^\circ,\angleACB=65^\circ;(b)No,lineCBisnottangenttothecircleatCsincetheiranglesdonotformalinearpair."
FALSE,2,FALSE,01JEQDBJMASJ93X6V1J4P95RYA,Do you have any sample questions on applying rates to real-life problems?,"A car accelerates uniformly from rest, reaching a speed of \( 20 \text{ m/s} \) in 4 seconds. Calculate the distance it covers during these 4 seconds.",40m
FALSE,2,FALSE,01JEQDBMA45SV5TSEC1SHVN3J1,Could you give me some problems to practice rates in real-world contexts?,A car accelerates uniformly from rest to a speed of \(20 \text{ m/s}\) in \(8\) seconds. Calculate the total distance covered by the car during this time.,80meters
FALSE,2,FALSE,01JEQDBQ7J3P7RJCRATM488VZT,Can you provide practice problems on finding the probability of single events?,"Question: A basket holds 25 red apples, 30 green apples, and 45 yellow apples. An apple is selected at random from the basket. What is the probability that the apple is not yellow? Express your answer in simplest form.",\(\frac{11}{20}\)
FALSE,2,FALSE,01JEQDC0D48E6XK8ZX3VKJJ9CY,Could you give me some problems to practice finding probability of single events?,"In a jar, there are 10 red marbles, 25 yellow marbles, and 15 green marbles. If one marble is drawn at random and replaced, what is the probability that the marble is not red?",\(\frac{4}{5}\)
FALSE,2,FALSE,01JEQDBW8CKG3DKKJARXZ35VRY,I need exercises involving probability of single events; can you help?,"A bag contains 12 red marbles, 18 blue marbles, and 10 yellow marbles. If a marble is drawn at random from the bag, what is the probability that it is not a blue marble?",\(\frac{11}{20}\)
FALSE,2,FALSE,01JEQDC06B9732DPH1DZG9M6F1,Do you have any sample questions on calculating probabilities of single events?,"In a jar, there are 50 marbles: 25 are red, 10 are blue, and 15 are yellow. If a marble is drawn at random from the jar and then replaced, what is the probability that the marble is not red? Express your answer in the simplest form.",\(\frac{1}{2}\)
FALSE,2,FALSE,01JEQDC02P28K51QHBG4TVA0E9,Where can I find practice questions on basic probability?,"A toy box contains 50 different toys: 23 are cars, 12 are dolls, and 15 are action figures. If one toy is picked at random from the box, what is the probability that it is not an action figure? Express your answer in simplest form.",\frac{7}{10}
FALSE,2,FALSE,01JEQDCAGWVWK27X3JWQTKWEAE,Can you provide practice problems on solving simultaneous equations using elimination?,Solve the simultaneous equations: \( 5x + 3y = 16 \) and \( 4x - 2y = 4 \).,"x=2,y=2"
FALSE,2,FALSE,01JEQDCDXMSER9F6CADEG5ADV4,Where can I find practice questions on solving equations by elimination?,Solve the simultaneous equations: \( 5x - 4y = 14 \) and \( 2x + 3y = 1 \).,"(x,y)=(2,-1)"
FALSE,2,FALSE,01JEQDCB7T5QQNH2ZK301Z3N8C,I need exercises involving elimination method for simultaneous equations; can you help?,Solve the simultaneous equations: \( 5x + 3y = 27 \) and \( 2x - 5y = -19 \).,"(x,y)=(2.52,4.8)"
FALSE,2,FALSE,01JEQDCHBWY3J5MJ790117BCDS,Do you have any sample questions on elimination method for simultaneous equations?,Solve the simultaneous equations: \(5x - 3y = 11\) and \(4x + 5y = 13\).,"(x,y)=(2.54,0.568)"
FALSE,2,FALSE,01JEQDCQE1JH09KJJ906PFY8JX,Could you give me some problems to practice solving simultaneous equations by elimination?,Solve the simultaneous equations: \( 5x + 3y = 15 \) and \( 4x - 5y = 2 \).,"x=\frac{81}{37},y=\frac{1100}{111}"
FALSE,2,FALSE,01JEQDD1AXZ98B1VAHJJG52GED,I need exercises involving evaluating algebraic expressions; can you help?,"Given the equation \( y = 3cm + dn \), find \( n \) when \( y = 12 \), \( c = 2 \), \( m = 3 \), and \( d = 1 \).",n=-6
FALSE,2,FALSE,01JEQDCY8PRETJN78M8RABA6A5,Can you provide practice problems on evaluating algebraic formulas?,"Given the equation \( c = 3dp - 4y \), determine \( y \) when \( c = 8 \), \( d = 2 \), \( p = 1.5 \), and \( y \) is unknown.",y=0.25
FALSE,2,FALSE,01JEQDD4T6SZ254BXR1P4MQRS0,Where can I find practice questions on evaluating formulas?,"Given the equation \( c = 4du + ym \), solve for \( y \) when \( c = 30 \), \( d = 1.5 \), \( u = -2 \), and \( m = 8 \).",5.25
FALSE,2,FALSE,01JEQDD7W0PNQ5CQ0YDF3FTBFY,Do you have any sample questions on evaluating algebraic equations?,"Given the equation \( y = 3bu - zk \), find \( z \) when \( y = 15 \), \( b = 4 \), \( u = 2 \), and \( k = 6 \).",\(z=\frac{3}{2}\)
FALSE,2,FALSE,01JEQDDGAGB3D17P5VTR5D1NSM,Could you give me some problems to practice evaluating algebraic formulas?,"Given \( c = pqr + x \), find \( x \) when \( c = 10 \), \( p = 3 \), \( q = 1 \), and \( r = 2 \).",4
TRUE,2,FALSE,01JEQDDGD1GTCCS2D4RZMRFC2F,Can you provide practice problems on multiplying two matrices?,"Consider two matrices, \( A \) and \( B \). Matrix \( A \) is a \( 2 \times 3 \) matrix given by:
\[
A = \begin{bmatrix} 1 & 2 & 3 \\ 4 & 5 & 6 \end{bmatrix}
\]
Matrix \( B \) is a \( 3 \times 2 \) matrix given by:
\[
B = \begin{bmatrix} 7 & 8 \\ 9 & 10 \\ 11 & 12 \end{bmatrix}
\]
Find the product \( C = A \times B \).",\(C=\begin{bmatrix}58&64\\139&154\end{bmatrix}\)
TRUE,2,FALSE,01JEQDDR8C88JRR9NX76FR4A5C,Where can I find practice questions on multiplication of matrices?,"Consider a scenario where you have two types of fruits, apples and oranges. The price per apple is \$2 and the price per orange is \$3. You decide to buy 5 apples and 8 oranges. Construct matrices A and B such that the product of A and B will give the total cost you have to pay for your purchase. Matrix A represents the quantities of fruits bought, and Matrix B represents the prices per fruit.",34
TRUE,2,FALSE,01JEQDDND73P4MPHNQ9T5TNQCG,I need some exercises involving matrix multiplication; can you help?,"Given matrices \(A = \begin{bmatrix} 3 & 5 \\ 7 & 2 \end{bmatrix}\) and \(B = \begin{bmatrix} 1 & 4 \\ 6 & 3 \end{bmatrix}\), find the product matrix \(C\) such that \(C = AB\).",\(C=\begin{bmatrix}33&27\\19&34\end{bmatrix}\)
TRUE,2,FALSE,01JEQDDS7X0PMHCV96PR2HTME4,Do you have any sample questions on multiplying two matrices?,"Consider two matrices, \( A \) and \( B \), where:
\[
A = \begin{bmatrix} 1 & 3 \\ 4 & 2 \end{bmatrix} \, , \,
B = \begin{bmatrix} 2 & 5 \\ 3 & 1 \end{bmatrix}
\]
Find the product \( C = A \cdot B \).",\(C=\begin{bmatrix}11&8\\14&22\end{bmatrix}\)
TRUE,2,FALSE,01JEQDE2TVMFG3ER8C28DEBCAZ,Could you give me some problems to practice matrix multiplication?,"A boutique sells two types of dresses: Style A and Style B. During a clearance sale, there is a 15% discount on Style A and a 25% discount on Style B. Write a matrix $D$ that, when multiplied with the original prices matrix $O$, gives the discounted prices for both dress styles.",\begin{bmatrix}0.85a\\0.75b\end{bmatrix}
TRUE,2,FALSE,01JEQDEAQPABQMPZ41JGFVGN74,"Where can I find practice questions on mean, median, and mode?","Rina has recorded five positive integers. The median of these numbers is 10, the mode is 11, and the mean is 14. The range of these numbers is 25. What are the five numbers?","6,9,10,11,31"
TRUE,2,FALSE,01JEQDE7J7WP965KT9QPJHDM9G,"Can you provide practice problems on finding the mean, median, and mode?","Lara has recorded the scores of five students in a test. The median score is 10, the mode is 12, and the mean is 14. The range of the scores is 18. 

Determine the five scores.","6,12,10,12,24"
TRUE,2,FALSE,01JEQDE9NM79CYMYKVH2K26DW2,"I need exercises involving calculating mean, median, and mode; can you help?","Mark has six positive integers. The mode is 6, the median is 7, and the mean is 9. The range of these numbers is 10. Find the six numbers.","5,6,6,7,11,15"
TRUE,2,FALSE,01JEQDESSKMD092DZKX7S76JKZ,"Do you have any sample questions on finding mean, median, and mode?","Tristen has written five positive integers. The median of these numbers is 9, the mode is 6, and the mean is 12. The range of these numbers is 20. Find the five numbers.","6,6,9,13,26"
TRUE,2,FALSE,01JEQDFBK0JMG9BNRSNS7MJ25D,Can you provide practice problems on applying angle properties of circles?,"In the diagram, E, F, G, and H lie on a circle with center O. EF and GH are tangents to the circle at points E and G, respectively. Angle EOF = 136^\circ and angle EGH = 38^\circ.

(a) Find the value of
   (i) angle EHG,
   (ii) angle EFG.

(b) Is OG parallel to EH? Explain.",(i)38^\circ(ii)68^\circOGisnotparalleltoEHbecauseEHisnotparalleltoanytangentthroughO.
TRUE,2,FALSE,01JEQDFQ4ZMZF76ABF1N9HYV37,I need exercises involving angle properties in circle geometry; can you help?,"In the diagram, A, C, D, and F lie on a circle with center O. CF is a tangent to the circle at C. If angle AOD = 130° and angle BOC = 45°, find the following:

(a) Find the value of
   (i) angle ACF,
   (ii) angle ADF.

(b) Prove whether CF is parallel to BD.","(a)(i)65°,(ii)65°.(b)CFisnotparalleltoBD."
TRUE,2,FALSE,01JEQDFBJ0F9P72EQP3TQG4MXJ,"Could you give me some problems to practice calculating mean, median, and mode?","Jenny recorded five consecutive positive integers. The mean of these numbers is 10, the mode is 11, and the median is 10. Find these five numbers.","8,9,10,11,12"
TRUE,2,FALSE,01JEQDFRYK0AFGG6G8HA7MA4DM,Where can I find practice questions on angles in circles?,"In a circle with center \( O \), points \( E, F, G, \) and \( H \) lie on the circle. \( EH \) is a tangent to the circle at \( E \), and \( FG \) is a tangent to the circle at \( G \). The angle \( FOG = 110^\circ \) and angle \( HEF = 50^\circ \).

(a) Find the value of 

(i) angle \( EGH \),

(ii) angle \( EFG \).

(b) Is \( OF \) parallel to \( EH \)? Explain.","(i)55^\circ,(ii)50^\circ,(b)No,theyarenotparallel."
TRUE,2,FALSE,01JEQDG7ZZ2XGR4RBXYSB3DCGK,Do you have any sample questions on angle properties of circles?,"In a circle with center O, points E, F, G, and H lie on the circumference. EH is a tangent to the circle at E, and GH is a tangent at G. 
\( \angle EOF = 160^{\circ} \) and \( \angle GHE = 30^{\circ} \). 

(a) Find the value of:

i) \( \angle EGF \),

ii) \( \angle EHF \).

(b) Verify whether \( OG \) is parallel to \( EH \). Explain.","i)\(80^{\circ}\),ii)\(30^{\circ}\).Parallelverification:Notparallel."
TRUE,2,FALSE,01JEQDGMVER3S2EVP9NPX6GCQB,Could you give me some problems to practice applying angle properties in circles?,"In the diagram, A, E, F, and G lie on a circle with center O. EF is a tangent to the circle at F and EG is a tangent to the circle at G. Angle EOF = 130° and angle FEG = 35°.\n(a) Find the value of \(\angle AGF\).\n(b) Is \(OF\) parallel to \(EG\)? Explain.",(a)25°;(b)Provideanexplanationbasedoncircletheoremsandangleproperties.
TRUE,2,FALSE,01JEQDGQTGH15Z2A1YWJ8WSZGH,Can you provide practice problems on applying rates in real-world contexts?,"A car accelerates uniformly from rest to a speed of \( 50 \, \text{m/s} \) in \( 8 \) seconds. 

(a) Calculate the acceleration of the car.

(b) Determine the distance covered by the car in the first \( 8 \) seconds.","Thecar'saccelerationis\(6.25\,\text{m/s}^2\)andthedistancecoveredis\(200\,\text{m}\)."
TRUE,2,FALSE,01JEQDGS6TFDM734304254JB9W,I need exercises involving real-world rate applications; can you help?,"A car accelerates uniformly from rest and reaches a speed of 30 m/s after 6 seconds. 

(a) Calculate the acceleration of the car. 

(b) Find the total distance travelled by the car in these 6 seconds.",5\text{m/s}^2(b)
TRUE,2,FALSE,01JEQDH4780FG7Z0MGKZNAW8J8,Where can I find practice questions on rates in practical situations?,"A car accelerates from rest in a straight line. The acceleration ""a"" at any time ""t"" seconds is given by the function \( a(t) = 2t + 3 \) m/s². 

(a) Find the acceleration when \( t = 6 \) seconds.

(b) Calculate the total distance traveled by the car in the first 8 seconds.",Acceleration:15m/s²;Distance:170.67m
TRUE,2,FALSE,01JEQDHKN8BXG2XANF96QEMJM2,Can you provide practice problems on finding the probability of single events?,"A box contains 25 red balls, 15 blue balls, and 10 white balls. A ball is chosen at random from the box and then replaced.\n\n(i) Find the probability of picking a red ball, express your answer to the lowest term.",\(\frac{1}{2}\)
TRUE,2,FALSE,01JEQDH8REAY3YES5GX8CV8PNS,Do you have any sample questions on applying rates to real-life problems?,"(a) Calculate the acceleration at \( t = 6 \).

(b) Determine the total distance covered in the first 12 seconds.",Accelerationis\(x\)m/s²;Totaldistanceis\(y\)m.
TRUE,2,FALSE,01JEQDHCK1X2AWVZC0729BVHE9,Could you give me some problems to practice rates in real-world contexts?,"(a) Determine the velocity when \( t = 6 \) given that the acceleration is \( a(t) = 2t + 1 \). 

(b) Calculate the total distance covered in the first 12 seconds if the initial velocity is 3 m/s.",153m
TRUE,2,FALSE,01JEQDHXW53WER4PX1GGSQ8KNM,Where can I find practice questions on basic probability?,"A jar contains 25 red marbles, 10 blue marbles, and 15 yellow marbles. A marble is picked at random and replaced in the jar.

(i) Find the probability of picking a red marble. Express your answer in the simplest form.",\(\frac{1}{2}\)
TRUE,2,FALSE,01JEQDHXN7MCCBKW870M5T76BK,I need exercises involving probability of single events; can you help?,"A jar contains 25 red marbles, 30 blue marbles, and 15 green marbles. A marble is selected at random and replaced. \(i\) Calculate the probability of not drawing a blue marble from the jar, expressing your answer in its simplest form.",\(\frac{4}{7}\)
TRUE,2,FALSE,01JEQDJ1D3QB8NB6RRQN5TE0RR,Do you have any sample questions on calculating probabilities of single events?,"A box contains 25 red marbles, 35 blue marbles, and 10 orange marbles. A marble is picked at random and then replaced. 
(i) Calculate the probability of picking a red marble. Express your answer in its simplest form.",\frac{5}{14}
TRUE,2,FALSE,01JEQDJ7NTNNJHA4BR9BT4D66P,Could you give me some problems to practice finding probability of single events?,"A box contains 25 red balls, 10 blue balls, and 15 white balls. A ball is selected at random from the box and then replaced. \( (i) \) Calculate the probability of picking either a red or a blue ball, and express your answer in its simplest form.",\(\frac{7}{10}\)
TRUE,2,FALSE,01JEQDJCFQN5PDACX0QX86119Q,Where can I find practice questions on solving equations by elimination?,Solve the simultaneous equations.\[ 5x + 3y = -4 \\ 3x - 5y = 7 \] You must show your working.,"x=\frac{1}{34},y=-\frac{141}{34}"
TRUE,2,FALSE,01JEQDJA0Z4P595XRE5AQZ4M2H,I need exercises involving elimination method for simultaneous equations; can you help?,"Solve the simultaneous equations using the method of elimination.\[\begin{align*} 3x + 4y &= -12, \\ 5x - 2y &= 14. \end{align*}\]
You must show your working.","x=\frac{16}{13},y=-\frac{51}{13}"
TRUE,2,FALSE,01JEQDJ96RMFM4883B4374MRKK,Can you provide practice problems on solving simultaneous equations using elimination?,Solve the simultaneous equations using the method of elimination.\[ 3x + 5y = -11 \] \[ 4x - y = 9 \] You must show your working.,"x=2,y=-1"
TRUE,2,FALSE,01JEQDK427FDT4Y9Z76XMDCBWY,Could you give me some problems to practice solving simultaneous equations by elimination?,Solve the simultaneous equations.\[\begin{align*} 5x + 3y &= -7 \\ 4x - 5y &= 12 \end{align*}\]You must show your working.,"x=\frac{1}{37},y=\frac{-88}{37}"
TRUE,2,FALSE,01JEQDJQWKPMFD21C5VV6B766Z,Do you have any sample questions on elimination method for simultaneous equations?,"Solve the simultaneous equations using the method of elimination:
\[ \begin{align*} \phantom{(1)} & 5x + 3y = 14 \\ \phantom{(2)} & 4x - 5y = -2 \end{align*} \]","\(x=\frac{64}{37},y=\frac{58}{111}\)"
TRUE,2,FALSE,01JEQDKA7VHYY8WRZDBNYRDSM8,I need exercises involving evaluating algebraic expressions; can you help?,Simplify \( \frac{8(a-1)^4}{9c} \div \frac{12(a-1)}{36c} \).,\(\frac{8(a-1)^3}{3}\)
TRUE,2,FALSE,01JEQDK5C62MNPEWC2T0HQMQC5,Can you provide practice problems on evaluating algebraic formulas?,"(a) Simplify \( \frac{8(a+2)^3}{9b} \div \frac{12(a+2)}{36b} \).

(b) Given the formula \(
 y = c + \frac{dz^2}{m} \),
 find \(y\) when \(c = 3, d = 5, z = -2, \text{ and } m = 4\).","8,y=8"
TRUE,2,FALSE,01JEQDKQ89ERXTDPERHVS9XA08,Do you have any sample questions on evaluating algebraic equations?,"Given the formula \( z = \frac{cx^3}{d} \), evaluate \( z \) when \( c = 6 \), \( x = -2 \), \( d = 3 \).",-16
TRUE,2,FALSE,01JEQDKSJ0NXP8W72Y9MTER1R8,Could you give me some problems to practice evaluating algebraic formulas?,Simplify the expression \( \frac{8(c+2)^3}{9c} \times \frac{12c}{36(c+2)} \).,\(\frac{2(c+2)^2}{3}\)
TRUE,2,TRUE,01JEQDM34GZ65W7N3WASFEF7MF,I need some exercises involving matrix multiplication; can you help?,Given the matrices \( A = \begin{bmatrix} 4 & 1 \\ 6 & 3 \end{bmatrix} \) and \( B = \begin{bmatrix} 2 & 5 \\ 3 & 7 \end{bmatrix} \). Calculate the product of the matrices \( C = AB \).,\(C=\begin{bmatrix}11&27\\21&51\end{bmatrix}\)
TRUE,2,FALSE,01JEQDKK1CPYJNM2P17W9ZTGGH,Where can I find practice questions on evaluating formulas?,"(a) Simplify \( \frac{8(a+2)^2}{5b} \cdot \frac{10(a+2)}{20b^2} \).

(b) \( y = c + \frac{dv^3}{m} \)

(i) Find \( y \) when \( c = 3, d = 4, v = -2 \) and \( m = 8 \).

(ii) Rearrange the formula to make \( v \) the subject.",\(\frac{2(a+2)^3}{25b^3}\)(b)(i)
TRUE,2,TRUE,01JEQDM03EKDGYT34GVDR79FGR,Can you provide practice problems on multiplying two matrices?,"Consider two matrices \( C \) and \( D \):
\[
C = \begin{bmatrix} 1 & 0 & 2 \\ 3 & 1 & 4 \\ 2 & 2 & 1 \end{bmatrix}, \quad D = \begin{bmatrix} 0 & 2 \\ 3 & 1 \\ 1 & 3 \end{bmatrix}. 
\]
Calculate the product matrix \( E = CD \).",\[E=\begin{bmatrix}2&8\\7&17\\7&9\end{bmatrix}\]
TRUE,2,TRUE,01JEQDME9YKZCKRTEJ2MVHCWDX,Where can I find practice questions on multiplication of matrices?,"Calculate the matrix product \( C = AD \), where \( A \) and \( D \) are given matrices:
\[ A = \begin{bmatrix} 5 & 3 \\ 1 & 4 \end{bmatrix}, \quad D = \begin{bmatrix} 2 & 1 \\ 6 & 5 \end{bmatrix}. \]",\(C=\begin{bmatrix}28&20\\26&21\end{bmatrix}\)
TRUE,2,TRUE,01JEQDMH7H56YKWCZNS83VB2SJ,Could you give me some problems to practice matrix multiplication?,"Calculate the matrix product \( C = AB \), where \( A = \begin{bmatrix} 5 & 1 \\ 3 & 2 \end{bmatrix} \) and \( B = \begin{bmatrix} 4 & 1 \\ 6 & 3 \end{bmatrix} \).",\(C=\begin{bmatrix}26&8\\24&9\end{bmatrix}\)
TRUE,2,TRUE,01JEQDMF69J9EFPG8BF9ABX24Z,Do you have any sample questions on multiplying two matrices?,"Let \( A \) and \( B \) be matrices representing prices before and after taxes for two different stores selling the same items. Store M adds a 15% tax, while Store N adds a 25% tax.\n\nGiven,\n\[ A = \begin{bmatrix} 50 & 75 \\ 30 & 60 \end{bmatrix} \] represents prices before tax in dollars at Store M and\n\[ B = \begin{bmatrix} 80 & 100 \\ 45 & 90 \end{bmatrix} \] represents prices before tax in dollars at Store N.\n\nWrite down a matrix \( T \), such that the product \( MT \) and \( NT \) would give the prices after tax for the items bought at Stores M and N, respectively.",Matrix\(T\)is\[\begin{bmatrix}1.15&0\\0&1.25\end{bmatrix}\]
TRUE,2,TRUE,01JEQDMP9YR5ZB2PCFHJ0ZAVF1,"Can you provide practice problems on finding the mean, median, and mode?","Five positive integers have a mode of 6, a median of 9, and a mean of 12. The range of these integers is 20. Determine the five integers.","6,6,9,13,26."
TRUE,2,TRUE,01JEQDMY7C1CZ8TBGTFJ91XAG8,"I need exercises involving calculating mean, median, and mode; can you help?","A set of five test scores are recorded as integers. The mean score is 75, the median score is 80, and the mode is 85. The range of these scores is 20. Determine the five test scores.","60,65,80,85,85"
TRUE,2,TRUE,01JEQDN6BJV0G79D0H4KJT1CXP,"Do you have any sample questions on finding mean, median, and mode?","Tristen has written a list of five positive integers. The median of these numbers is 9, the mode is 8, and the mean is 14. The range of these numbers is 26. Find the five numbers.","8,8,9,9,34"
TRUE,2,TRUE,01JEQDNT139VS739348PK0KWFC,Can you provide practice problems on applying angle properties of circles?,"In the diagram, points \( P, Q, R, \) and \( S \) lie on a circle with center \( O \). \( PT \) is a tangent to the circle at \( P \), and line \( QS \) is a tangent at \( Q \). \( \angle OPS = 120^\circ \), and \( \angle QOS = 50^\circ \).

(a) Find the value of:

(i) \( \angle PRQ \),

(ii) \( \angle PSR \).",(i)\(\anglePRQ=60^\circ\)(ii)\(\anglePSR=25^\circ\)
TRUE,2,TRUE,01JEQDMZYFDCDK3GZGEJZDEDVR,"Where can I find practice questions on mean, median, and mode?","Lucas has recorded the ages of five friends. The median of these ages is 14, the mode is 12, and the mean is 15. The range of these ages is 10. What are the five ages?","10,12,14,12,20"
TRUE,2,TRUE,01JEQDP7JT7XRHRG7SP0JEWG9T,Where can I find practice questions on angles in circles?,"In a circle with center \( O \), points \( P, Q, R, \) and \( S \) lie on the circumference. If \( PQ \) and \( RS \) are parallel chords of the circle, and the angle subtended by \( PQ \) at the center \( O \) is \( 110^\circ \), find the measure of the angle subtended by \( RS \) at the center \( O \).",110^\circ
TRUE,2,TRUE,01JEQDNYZTH4KS97R48V07BS2B,I need exercises involving angle properties in circle geometry; can you help?,"In a circle with center \( O \), the points \( P, Q, R, \) and \( S \) lie on the circumference. If \( OP \) is a diameter and \( \angle OQR = 50^\circ \), determine \( \angle PRS \).",40^\circ
TRUE,2,TRUE,01JEQDNGSR4P4BXG31G748R06Y,"Could you give me some problems to practice calculating mean, median, and mode?","Emma recorded the scores of five students in a mathematics quiz. The median score was 12, the mode was 14, and the mean score was 13. The range of the scores was 10. What were the scores of these students?","7.5,14,12,14,17.5"
TRUE,2,TRUE,01JEQDP8RYCZDC6S968RG35C2M,Do you have any sample questions on angle properties of circles?,"In the diagram, points \( X, Y, Z, \) and \( W \) lie on a circle with center \( O \). Line \( XY \) is a diameter. If \( \angle WXZ = 44^\circ \) and \( \angle YOZ = 114^\circ \), find \( \angle YZW \).",46^\circ
TRUE,2,TRUE,01JEQDPHNSCV6YTKXHR46NBR2X,Could you give me some problems to practice applying angle properties in circles?,"In the circle with center \( O \), points \( A, B, C, \) and \( D \) lie on the circumference. The line \( AC \) is a diameter of the circle. If \( \angle OBD = 63^\circ \) and \( \angle ACD = 90^\circ \), find \( \angle ABC \).",126^\circ
TRUE,2,TRUE,01JEQDPM150ZNVKD0V3QXJP6ZT,Can you provide practice problems on applying rates in real-world contexts?,"(a) Calculate the acceleration when \( t = 8 \) if the velocity \( v(t) = 3t^2 - 2t + 5 \). 

(b) Determine the total distance covered by the object in the first 12 seconds.","(a)46\text{m/s}^2,(b)1644\text{m}"
TRUE,2,TRUE,01JEQDQ05FE8ZZKH5RYH4R3KN0,Where can I find practice questions on rates in practical situations?,"The diagram below shows the speed-time graph for the first \( t \) seconds of an object's motion. The initial speed is 0 m/s, and the object accelerates uniformly. After reaching a speed of 50 m/s in 5 seconds, it continues at this constant speed for another 5 seconds. Calculate:

(a) The acceleration during the first 5 seconds.

(b) The total distance traveled in the first 10 seconds.","(a)10m/s^2,(b)375m"
TRUE,2,TRUE,01JEQDPZ7BSYTACE720TY2MZN9,I need exercises involving real-world rate applications; can you help?,"A car accelerates from rest and reaches a speed of 30 m/s in 6 seconds. After that, it moves at a constant speed for another 4 seconds. 

(a) Calculate the acceleration during the first 6 seconds. 

(b) Determine the total distance covered by the car in the first 10 seconds.",180meters
TRUE,2,TRUE,01JEQDQCB1VCQ5P75QSHNP7237,Do you have any sample questions on applying rates to real-life problems?,"(a) Consider a car that accelerates from rest at a constant rate. If the velocity at \( t = 3 \) seconds is \( 12 \, m/s \), find the acceleration of the car.

(b) Determine the total distance traveled by the car during the first 6 seconds.","4\,m/s^2(b)"
TRUE,2,TRUE,01JEQDQVEJBGX63Y2J77BVD54C,Can you provide practice problems on finding the probability of single events?,"A box contains 25 red marbles, 15 blue marbles, and 10 white marbles. A marble is drawn at random from the box and then replaced. 
(i) Find the probability of drawing a marble that is not blue. Express your answer in simplest form.",\(\frac{7}{10}\)
TRUE,2,TRUE,01JEQDR2QYR5KQSSV1RNZG3AN7,I need exercises involving probability of single events; can you help?,"A basket contains 18 red marbles, 24 blue marbles, and 30 green marbles. A marble is picked at random from the basket and then replaced. 
(i) What is the probability of not picking a blue marble? Express your answer in its lowest terms.",\(\frac{2}{3}\)
TRUE,2,TRUE,01JEQDQH6C87ZG2NWT5HXYMBY3,Could you give me some problems to practice rates in real-world contexts?,"Consider a speed-time graph where an object accelerates uniformly from rest to a speed of 50 m/s in 5 seconds, maintains this speed for the next 10 seconds, and then decelerates uniformly to rest in another 5 seconds.

(a) Calculate the acceleration during the first 5 seconds.

(b) Determine the total distance travelled by the object over the entire period of motion.","10\,\text{m/s}^2(b)"
TRUE,2,TRUE,01JEQDR864YCNHA8PBSJFM2DBG,Where can I find practice questions on basic probability?,"A box contains 18 red marbles, 12 white marbles, and 14 black marbles. If one marble is chosen at random and then replaced, find the probability of not picking a white marble. Express your answer in its lowest terms.",\(\frac{8}{11}\)
TRUE,2,TRUE,01JEQDR9X02DE3BTCCKMTG7V3A,Do you have any sample questions on calculating probabilities of single events?,"A jar contains 40 red marbles, 25 blue marbles, and 15 yellow marbles. A marble is drawn at random and then replaced.\n(i) Find the probability of not picking a blue marble. Express your answer in simplest form.",\(\frac{11}{16}\)
TRUE,2,TRUE,01JEQDRFZWX0W93WT3A1Z8TTQZ,Could you give me some problems to practice finding probability of single events?,"A jar contains 28 red marbles, 32 blue marbles, and 15 green marbles. A marble is selected at random and then replaced.

(i) What is the probability of not selecting a red marble? Give your answer in its simplest form.",\(\frac{47}{75}\)
TRUE,2,TRUE,01JEQDRNZSHKFZM3H32XHKF20F,Where can I find practice questions on solving equations by elimination?,"Solve the simultaneous equations.
\[ 3x + 5y = 19 \]
\[ 4x - 5y = 1 \]","x=\frac{20}{7},y=\frac{73}{35}"
TRUE,2,TRUE,01JEQDRHHQGWXKZ6YRV51ZC888,Can you provide practice problems on solving simultaneous equations using elimination?,"Solve the simultaneous equations.

\[
3x + 5y = 17 \\
5x - 3y = -9
\]

You must show your working.","x=\frac{3}{17},y=\frac{56}{17}"
TRUE,2,TRUE,01JEQDRNB871TJMMAMQ2TYJSMW,I need exercises involving elimination method for simultaneous equations; can you help?,"Solve the simultaneous equations using the elimination method:
\[3x + 5y = 16\]
\[6x - 4y = 34\]","x=\frac{39}{7},y=-\frac{1}{7}"
TRUE,2,TRUE,01JEQDRWPZMCXSGF82AS8ZCEJH,Do you have any sample questions on elimination method for simultaneous equations?,"Solve the simultaneous equations:
\[ 3x - 4y = 20 \]
\[ 5x + 2y = 10 \]","x=\frac{40}{13},y=\frac{-35}{13}"
TRUE,2,TRUE,01JEQDS2M723DJ2MT3D6C6MEZR,Could you give me some problems to practice solving simultaneous equations by elimination?,"Solve the simultaneous equations:
\[ 3x + 5y = 18 \]
\[ 4x - 4y = 4 \]
You must show your working.","x=\frac{23}{8},y=\frac{15}{8}"
TRUE,2,TRUE,01JEQDS5PF5D8MMAN65Q8G7BSJ,Can you provide practice problems on evaluating algebraic formulas?,"Given the formula \( z = c + \frac{dw^2}{e} \), evaluate \( z \) when \( c = 4 \), \( d = 6 \), \( w = -2 \), and \( e = 3 \).",12
TRUE,2,TRUE,01JEQDS5WWHK14837XGYZP1TG9,I need exercises involving evaluating algebraic expressions; can you help?,"Given the formula \( y = c + \frac{dz^2}{m} \), find \( y \) when \( c = 1 \), \( d = 4 \), \( z = 6 \), and \( m = 3 \).",49
